file,n_points,n_segments,min_label,max_label,labels,has_nan
valve_0333_lidar_classes.ply,5812,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0334_lidar_classes.ply,5986,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0335_lidar_classes.ply,5800,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0336_lidar_classes.ply,5813,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0337_lidar_classes.ply,5749,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0338_lidar_classes.ply,6042,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0339_lidar_classes.ply,5613,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0340_lidar_classes.ply,5936,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0341_lidar_classes.ply,5800,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0342_lidar_classes.ply,5919,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0343_lidar_classes.ply,5812,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0344_lidar_classes.ply,5787,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0345_lidar_classes.ply,5731,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0346_lidar_classes.ply,5909,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0347_lidar_classes.ply,5643,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0348_lidar_classes.ply,5805,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0349_lidar_classes.ply,6074,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0350_lidar_classes.ply,5943,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0351_lidar_classes.ply,5774,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0352_lidar_classes.ply,5668,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0353_lidar_classes.ply,5823,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0354_lidar_classes.ply,6046,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0355_lidar_classes.ply,5922,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0357_lidar_classes.ply,5659,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0358_lidar_classes.ply,5810,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0359_lidar_classes.ply,5713,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0360_lidar_classes.ply,5922,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0361_lidar_classes.ply,5767,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0362_lidar_classes.ply,5720,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0363_lidar_classes.ply,5730,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0364_lidar_classes.ply,5767,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0365_lidar_classes.ply,6094,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0366_lidar_classes.ply,5972,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0367_lidar_classes.ply,5966,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0368_lidar_classes.ply,5991,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0369_lidar_classes.ply,5718,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0370_lidar_classes.ply,5777,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0371_lidar_classes.ply,5807,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0372_lidar_classes.ply,5879,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0373_lidar_classes.ply,5879,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0374_lidar_classes.ply,5718,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0375_lidar_classes.ply,5925,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0376_lidar_classes.ply,5726,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0377_lidar_classes.ply,5726,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0378_lidar_classes.ply,5681,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0379_lidar_classes.ply,6101,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0380_lidar_classes.ply,5712,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0381_lidar_classes.ply,5698,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0382_lidar_classes.ply,5759,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0383_lidar_classes.ply,5680,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0384_lidar_classes.ply,5753,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0385_lidar_classes.ply,5813,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0387_lidar_classes.ply,5989,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0388_lidar_classes.ply,5910,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0389_lidar_classes.ply,5653,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0390_lidar_classes.ply,6002,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0391_lidar_classes.ply,5858,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0392_lidar_classes.ply,5833,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0393_lidar_classes.ply,5690,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0394_lidar_classes.ply,5813,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0395_lidar_classes.ply,5693,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0396_lidar_classes.ply,5918,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0397_lidar_classes.ply,5744,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0398_lidar_classes.ply,5648,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0399_lidar_classes.ply,5826,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0401_lidar_classes.ply,6067,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0402_lidar_classes.ply,5658,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0403_lidar_classes.ply,5701,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0404_lidar_classes.ply,5822,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0405_lidar_classes.ply,5681,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0406_lidar_classes.ply,5744,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0407_lidar_classes.ply,5542,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0408_lidar_classes.ply,6012,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0409_lidar_classes.ply,5996,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0410_lidar_classes.ply,5816,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0411_lidar_classes.ply,5788,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0412_lidar_classes.ply,5823,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0413_lidar_classes.ply,5633,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0414_lidar_classes.ply,5776,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0415_lidar_classes.ply,5898,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0416_lidar_classes.ply,6082,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0417_lidar_classes.ply,5871,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0418_lidar_classes.ply,5793,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0419_lidar_classes.ply,5811,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0420_lidar_classes.ply,5606,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0421_lidar_classes.ply,5997,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0422_lidar_classes.ply,5692,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0423_lidar_classes.ply,5919,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0424_lidar_classes.ply,5788,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0425_lidar_classes.ply,6046,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0426_lidar_classes.ply,5801,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0427_lidar_classes.ply,6074,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0428_lidar_classes.ply,6016,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0429_lidar_classes.ply,5791,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0430_lidar_classes.ply,5914,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0431_lidar_classes.ply,5812,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0432_lidar_classes.ply,5979,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0433_lidar_classes.ply,5781,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0435_lidar_classes.ply,5930,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0436_lidar_classes.ply,5773,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0437_lidar_classes.ply,5676,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0438_lidar_classes.ply,6038,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0439_lidar_classes.ply,5539,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0440_lidar_classes.ply,5670,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0441_lidar_classes.ply,5708,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0442_lidar_classes.ply,5805,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0443_lidar_classes.ply,5666,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0444_lidar_classes.ply,5941,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0445_lidar_classes.ply,5904,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0446_lidar_classes.ply,5893,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0447_lidar_classes.ply,5915,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0448_lidar_classes.ply,5798,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0449_lidar_classes.ply,6005,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0450_lidar_classes.ply,5782,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0451_lidar_classes.ply,5656,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0453_lidar_classes.ply,5540,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0454_lidar_classes.ply,5844,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0455_lidar_classes.ply,5779,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0456_lidar_classes.ply,5716,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0457_lidar_classes.ply,5739,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0458_lidar_classes.ply,5802,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0459_lidar_classes.ply,5825,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0460_lidar_classes.ply,5699,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0461_lidar_classes.ply,5612,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0462_lidar_classes.ply,5671,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0463_lidar_classes.ply,5901,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0464_lidar_classes.ply,5704,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0465_lidar_classes.ply,5856,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0466_lidar_classes.ply,5899,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0467_lidar_classes.ply,5831,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0468_lidar_classes.ply,5761,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0469_lidar_classes.ply,5839,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0470_lidar_classes.ply,5822,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0471_lidar_classes.ply,5998,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0472_lidar_classes.ply,5665,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0473_lidar_classes.ply,5686,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0474_lidar_classes.ply,6072,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0475_lidar_classes.ply,5848,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0476_lidar_classes.ply,5758,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0477_lidar_classes.ply,5948,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0478_lidar_classes.ply,5906,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0479_lidar_classes.ply,5779,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0480_lidar_classes.ply,5797,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0481_lidar_classes.ply,5955,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0483_lidar_classes.ply,5998,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0484_lidar_classes.ply,5734,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0485_lidar_classes.ply,6035,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0486_lidar_classes.ply,5736,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0487_lidar_classes.ply,5707,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0488_lidar_classes.ply,5724,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0489_lidar_classes.ply,5878,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0490_lidar_classes.ply,5915,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0491_lidar_classes.ply,5949,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0492_lidar_classes.ply,6091,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0493_lidar_classes.ply,5763,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0494_lidar_classes.ply,5899,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0495_lidar_classes.ply,5769,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0496_lidar_classes.ply,6010,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0497_lidar_classes.ply,5683,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0498_lidar_classes.ply,5977,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
valve_0499_lidar_classes.ply,5689,14,0,13,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",False
